,title,author,year,url,abstract,Unnamed: 0
100,Human–computer interaction: Psychology as a science of design,['JM Carroll'],1997,https://www.sciencedirect.com/science/article/pii/S1071581996901019,"Human–computer interaction (HCI) is the area of intersection between psychology and the  social sciences, on the one hand, and computer science and technology, on the other. HCI",
101,Human-computer interaction: An empirical research perspective,['IS MacKenzie'],2024,https://books.google.com/books?hl=en&lr=&id=f1vbEAAAQBAJ&oi=fnd&pg=PP1&dq=Human-Computer+Interaction&ots=J2x8PQ5tXy&sig=Ct1vIsLpDqHcalzT6f3r8eEmPSo,"The pandemic brought a shift in the way we interact, with a move to remote work and online   Notably, the role for empirical research in human-computer interaction is the same today as",
102,Bioinformatics,"['AD Baxevanis', 'GD Bader', 'DS Wishart']",2020,https://books.google.com/books?hl=en&lr=&id=OuHNDwAAQBAJ&oi=fnd&pg=PR7&dq=Bioinformatics&ots=UfsYN50aNj&sig=LYqjvezor8H3ag30cQ4XMDTpeAo,"Praise for the third edition of Bioinformatics"" This book is a gem to read and use in practice.""—Briefings  in Bioinformatics"" This volume has a distinctive, special value as it offers an",
103,A brief history of bioinformatics,"['J Gauthier', 'AT Vincent', 'SJ Charette']",2019,https://academic.oup.com/bib/article-abstract/20/6/1981/5066445,Here we present an integrative timeline of key events in bioinformatics and related fields   of bioinformatics. We hope this review helps the reader to understand what made bioinformatics,
104,What is bioinformatics? An introduction and overview,"['NM Luscombe', 'D Greenbaum']",2001,https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0038-1638103,"Bioinformatics, the application of computational techniques to analyse the information   We discuss the main principles that underpin bioinformatics analyses, look at the types of",
105,A systematic review on healthcare analytics: application and theoretical perspective of data mining,"['MS Islam', 'MM Hasan', 'X Wang', 'HD Germack']",2018,https://www.mdpi.com/2227-9032/6/2/54,"the percentage of healthcare articles using each analytics type, we show that descriptive  analytics is the most commonly used in healthcare (48%). Descriptive analytics was dominant",
106,Healthcare analytics for quality and performance improvement,"['TL Strome', 'A Liefer']",2013,https://synapse.koreamed.org/pdf/10.4258/hir.2013.19.4.324,This book reveals the true potential of analytics to utilize vast amounts of data and can  help healthcare organizations effectively utilize analytic techniques to improve more,
107,Decisions through data: Analytics in healthcare,['MJ Wills'],2014,https://journals.lww.com/jhmonline/fulltext/2014/07000/decisions_through_data__analytics_in_healthcare.5.aspx,"After exploring three approaches to data analytics—small data, predictive modeling, and  real-time analytics—I recommend that healthcare organizations examine all three solutions to",
108,"Social media analytics: a survey of techniques, tools and platforms","['B Batrinca', 'PC Treleaven']",2015,https://link.springer.com/article/10.1007/s00146-014-0549-4,"and analysis and social media analytics platforms. It is also a  for using social media data  for computational (social science)  and analyze the spectrum of social media. In addition, it",
109,Doing social media analytics,"['P Brooker', 'J Barnett', 'T Cribbin']",2016,https://journals.sagepub.com/doi/abs/10.1177/2053951716658060,"In the few years since the advent of ‘Big Data’ research, social media analytics has begun to  accumulate studies drawing on social media as a resource and tool for research work. Yet,",
110,Social media analytics: Literature review and directions for future research,"['AK Rathore', 'AK Kar', 'PV Ilavarasan']",2017,https://pubsonline.informs.org/doi/abs/10.1287/deca.2017.0355,review of the literature on social media analytics (SMA). Social media has become an  important component of the Internet environment. Social media platforms are increasingly used by,
111,Sentiment analysis algorithms and applications: A survey,"['W Medhat', 'A Hassan', 'H Korashy']",2014,https://www.sciencedirect.com/science/article/pii/S2090447914000550,"about an entity while Sentiment Analysis identifies the sentiment expressed in a text then  analyzes it. Therefore, the target of SA is to find opinions, identify the sentiments they express,",
112,"A survey on sentiment analysis methods, applications, and challenges","['M Wankhade', 'ACS Rao', 'C Kulkarni']",2022,https://link.springer.com/article/10.1007/S10462-022-10144-1,"investigation of sentiment analysis by discussing this area from various perspectives since  it encompasses numerous research components connected to sentiment analysis, such as",
113,Sentiment analysis: An overview from linguistics,['M Taboada'],2016,https://www.annualreviews.org/content/journals/10.1146/annurev-linguistics-011415-040518,Sentiment analysis is a growing field at the intersection of linguistics and computer science  that attempts to automatically determine the sentiment  Sentiment analysis is now a common,
114,Introduction to financial technology,['RS Freedman'],2006,https://books.google.com/books?hl=en&lr=&id=APJ7QeR_XPkC&oi=fnd&pg=PP1&dq=Financial+Technology&ots=fRNS24hrpX&sig=8KjjDnJmGzJZHxMLCPz2XHjc1yM,The basic approach presents the various topics of financial technology in an interesting  and systematic way. This is different from what is frequently done in most financial technology,
115,"Financial technology: review of trends, approaches and management","['E Abad-Segura', 'MD González-Zamar']",2020,https://www.mdpi.com/2227-7390/8/6/951,the structure of knowledge about financial technology at a global  worldwide research on  financial technology from 1975 to  knowledge base on financial technologies in an international,
116,Financial technology: a review of extant literature,"['V Sangwan', 'P Prakash', 'S Singh']",2020,https://www.emerald.com/insight/content/doi/10.1108/SEF-07-2019-0270/full/html,This paper aims to undertake a thematic review of academic papers on financial technology  (FinTech) to identify three broad categories for the purpose of classifying extant literature.,
117,An overview of electronic commerce (e-Commerce),"['V Jain', 'B Malviya', 'S Arya']",2021,https://cibgp.com/au/index.php/1323-6903/article/view/1648,"E-Commerce entails a company accessing the internet as well as IT, such as the  electronic data interchange (EDI). E-commerce  world pushes rapidly into ecommerce (Business-to-",
118,E-commerce: an introduction,['A Manzoor'],2010,https://books.google.com/books?hl=en&lr=&id=MwEB8LuK0P0C&oi=fnd&pg=PA1&dq=E-commerce&ots=favCcbC5iz&sig=t3uf1X24fdbdPW7-BpCPmRVis_s,"This book provides coverage of essential topics in E-commerce ie technology infrastructure,   available texts on e-commerce, the perspective of this book is global e-commerce. The book",
119,History of e-commerce,"['Y Tian', 'C Stewart']",2006,https://www.igi-global.com/chapter/history-commerce/12594,"e-commerce only in the last decade or so, e-commerce has actually been around for over 30  years. There are two basic types of ecommerce:  actually dominates e-commerce in terms of",
120,A literature survey on smart cities,"['CT Yin', 'Z Xiong', 'H Chen', 'JY Wang']",2015,https://www.researchgate.net/profile/Jingyuan-Wang-14/publication/281670019_A_literature_survey_on_smart_cities/links/5c0e2f0092851c39ebe1e619/A-literature-survey-on-smart-cities.pdf,"exhaustive literature survey of smart cities. First, it introduces the origin and main issues  facing the smart city concept, and then presents the fundamentals of a smart city by analyzing its",
121,"Towards sustainable smart cities: A review of trends, architectures, components, and open challenges in smart cities","['BN Silva', 'M Khan', 'K Han']",2018,https://www.sciencedirect.com/science/article/pii/S2210670717311125,"surveys features of smart city in terms of characteristics and constitution of smart cities.   Therefore, this paper aims to deliver the essence of smart cities. The paper presents a brief",
122,Smart cities of the future,"['M Batty', 'KW Axhausen', 'F Giannotti']",2012,https://link.springer.com/article/10.1140/epjst/e2012-01703-3,"Here we sketch the rudiments of what constitutes a smart city which we define as a city in   to cities, transport, and energy; and identifying risk, uncertainty, and hazards in the smart city.",
123,Climate-smart agriculture for food security,"['L Lipper', 'P Thornton', 'BM Campbell', 'T Baedeker']",2014,https://www.nature.com/articles/nclimate2437.,Climate-smart agriculture (CSA) is an approach for transforming and reorienting agricultural   Widespread changes in rainfall and temperature patterns threaten agricultural production,
124,Climate-smart agriculture: what is it good for?,['M Taylor'],2018,https://www.tandfonline.com/doi/abs/10.1080/03066150.2017.1312355,"It commits to an agenda of developing climate-smart agriculture profiles and investment  plans for at least 40 countries by 2020, while climate-smart agriculture programmes will be",
125,From climate-smart agriculture to climate-smart landscapes,"['SJ Scherr', 'S Shames', 'R Friedman']",2012,https://link.springer.com/article/10.1186/2048-7010-1-12,"Climate-smart agriculture  climate change and agriculture have advanced, ‘climate-smart  agriculture’ has emerged as a framework to capture the concept that agricultural systems can",
126,Energy management handbook,"['S Doty', 'WC Turner']",2004,https://books.google.com/books?hl=en&lr=&id=1_QOOxZBf3QC&oi=fnd&pg=PA1&dq=Energy+Management&ots=G2CoozQBpu&sig=qnY-NBNg7xE6av8EAgMMPZiV7Dk,"In fact, the role of the energy manager has  energy manager is indeed involved in energy  procurement decision making. In the 1970's we questioned the merits of energy management.",
127,Energy savings by energy management systems: A review,"['D Lee', 'CC Cheng']",2016,https://www.sciencedirect.com/science/article/pii/S1364032115013349,Research works provides detailed descriptions of energy management sites or technical   optimization aspects in energy management and plant operation with variable energy demands-,
128,Energy management systems: state of the art and emerging trends,"['S Aman', 'Y Simmhan']",2013,https://ieeexplore.ieee.org/abstract/document/6400447/,for energy management and concluded that providing consumers with detailed feedback on  their consumption patterns will help them make more informed decisions about their energy,
